0	0,06989	time stop eat wait boss today leave big hurry long care wrong people money bad call chinese home drink man make uncle worry remember dare happy matter buy find business pay told play alright hard afraid guys forget person run friend bring guy problem kind careful work day face quick 
1	0,1214	love sex women gay girl woman girls men feel night man guy ass drink hot dick make boyfriend girlfriend bed body kiss friend tonight great sexual naked room nice porn sexy call drunk bitch beautiful penis relationship cock hard virgin tits whore date hate sleep party mouth club talk fuck 
2	0,08644	people country government party vote law political politics state world live news election public today years freedom nation power support revolution make leader long minister rights history war press day talk president peace change free society campaign national group meeting american strike speech city made put votes mayor children fight 
3	0,32804	time love make talk feel wait stop thought nice great things girl work fine thing told wrong leave call life care wanted happy understand meet stay friend talking long night happened find bad lot home day mind friends coming remember ready worry place beautiful guess people hear tonight late hope 
4	0,0333	king princess queen prince majesty highness kingdom castle dragon palace royal horse sword lord crown people throne great men gold magic bring father land son horses make knight army sire hold dragons guards true kings day ride high head beautiful gods find guard country emperor heard hurry wait potion fire 
5	0,06667	ghost ghosts night spirit dead evil monster body house vampire demon blood curse scared spirits happened soul magic witch human place died real death strange demons find afraid found dark vampires heard spell monsters haunted things girl scary story black power bad thing world ago possessed years die scare hell 
6	0,15233	world time man power fight life long stop save great men find leave death die people end protect kill place blood battle live destroy fear evil bring friend free return true years war lost peace attack wait make strong enemy hope city strength gods left heart day father lives stay 
7	0,14335	love married wife wedding husband marry marriage woman life happy man beautiful bride women divorce years make heart family law ring dress girl met great daughter wait meet loves men congratulations kiss darling find day drink dear made night excuse dance wrong wonderful groom baby marrying thought flowers true honeymoon 
8	0,12099	leave man wait talk told stop things work worry problem happened call money thing guy bring understand son friend time care tomorrow crazy morning coming put calm talking today pay wrong day easy stay people waiting forget make kid girl dear excuse open great leaving left eat sit listen bad 
9	0,06437	win fight race won team competition time winner lose ready beat show make contest round bet champion today training world luck winning match fighting prize wins ring chance great ladies final boxing start big racing run made kid finish gentlemen lost year nbsp left place hard move crowd fast top 
10	0,2075	kill dead killed die man people life stop death find alive leave make time blood body died hell happened told gun remember live shoot killing wanted stay save thing understand woman wrong girl thought left wait hurt found head knew made bad shut wife long shot listen run put talk 
11	0,12931	eat food make cook dinner restaurant nice great meat chicken wine taste cake hungry kitchen day eating made fish cheese delicious cooking today work chef chocolate time put table sauce order soup bread cream coffee eggs hot lunch morning sweet meal pizza happy special open shop ice fine place smell 
12	0,11199	man dear sir woman lady night poor men young make mind word speak friend hear house heart hope lovely death pleasure evening thought made child women lord ladies fellow hand kind gentlemen fool soul suppose leave true call sweet fair play business gentleman matter tonight heard afraid bed forgive pardon 
13	0,07335	boat island sea water fish ship beach swim ocean shark find fishing hold stay man captain thing sail boats coming make waves sharks time wait swimming catch board lost pirates found shore big coast wind land whale dead ready put pirate crew sailing port wave storm boy stop hand full 
14	0,06623	sir police people case man officer station call madam stop time news money day brother son court work wife meet kill arrest duty men government job leave move minister life make inspector big country save jail morning wrong talk department bring killed sit place city catch today number send information 
15	0,06585	speaking man spanish french speak american people russian country speaks language hotel understand friend passport italian family find meet jewish foreign world beautiful plane wait woman chinese excuse german father airport flight border men friends english room place embassy war stay money work word indian travel leave women city muslim 
16	0,07949	bit mate bloody mum dad time thing man thought sort nice put sake big boy lovely darling coming round make boys hell mind stuff things lot love night people bastard day long arse alright head lads suppose tea leave home reckon end work word job son hang minute piss cheers 
17	0,11496	police gun cop guy cops car shoot call officer money shot kill boss put guys time find talk job move work drugs business prison case hands jail killed arrest drug years partner guns gang plan deal men drop make care trust dead phone found run kid crime life problem check 
18	0,07846	church priest man pray faith people heaven forgive sin holy prayer soul sins peace blessed bless love hear world day father religion son things death evil speak lord pastor angel heart miracle light mother mercy praying prayers told angels truth cross religious today body earth word men praise child brothers 
19	0,19008	door house stay stop wait open leave room hear happened find place coming hell put night move hold fine home make listen call guys shit time shut calm turn people wrong inside check talking scared talk run crazy thing hurt understand light left dead told things wake police heard safe 
